"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Sumner County, TN"	"47165"	13948	1729343	806.5
	"Tipton County, TN"	"47167"	5707	670548	851.1
	"Trousdale County, TN"	"47169"	1079	89794	1201.6
	"Unicoi County, TN"	"47171"	2960	215846	1371.3
	"Union County, TN"	"47173"	1975	223625	883.2
	"Van Buren County, TN"	"47175"	674	65718	1025.6
	"Warren County, TN"	"47177"	5098	467574	1090.3
	"Washington County, TN"	"47179"	14081	1365214	1031.4
	"Wayne County, TN"	"47181"	2145	203956	1051.7
	"Weakley County, TN"	"47183"	4431	414321	1069.5
	"White County, TN"	"47185"	3556	292762	1214.6
	"Williamson County, TN"	"47187"	9463	1832816	516.3
	"Wilson County, TN"	"47189"	9144	1199465	762.3
	"Anderson County, TX"	"48001"	7154	678261	1054.8
	"Andrews County, TX"	"48003"	1407	161299	872.3
	"Angelina County, TX"	"48005"	9565	993039	963.2
	"Aransas County, TX"	"48007"	3493	275529	1267.7
	"Archer County, TX"	"48009"	870	107529	809.1
	"Armstrong County, TX"	"48011"	313	24162	1295.4
	"Atascosa County, TX"	"48013"	3905	503020	776.3
	"Austin County, TX"	"48015"	3257	312461	1042.4
	"Bailey County, TX"	"48017"	742	82328	901.3
	"Bandera County, TX"	"48019"	2013	230445	873.5
	"Bastrop County, TX"	"48021"	5907	800424	738.0
	"Baylor County, TX"	"48023"	771	46779	1648.2
	"Bee County, TX"	"48025"	2716	384587	706.2
	"Bell County, TX"	"48027"	20299	3213588	631.7
	"Bexar County, TX"	"48029"	126348	18378461	687.5
	"Blanco County, TX"	"48031"	1212	112851	1074.0
	"Borden County, TX"	"48033"	50	7929	630.6
	"Bosque County, TX"	"48035"	3026	212837	1421.7
	"Bowie County, TX"	"48037"	11572	1080125	1071.4
	"Brazoria County, TX"	"48039"	21307	3287833	648.1
	"Brazos County, TX"	"48041"	9400	2042997	460.1
	"Brewster County, TX"	"48043"	917	107133	855.9
	"Briscoe County, TX"	"48045"	236	20632	1143.9
	"Brooks County, TX"	"48047"	919	90945	1010.5
	"Brown County, TX"	"48049"	5685	455236	1248.8
	"Burleson County, TX"	"48051"	1964	202228	971.2
	"Burnet County, TX"	"48053"	4719	467268	1009.9
	"Caldwell County, TX"	"48055"	3429	426971	803.1
	"Calhoun County, TX"	"48057"	2219	250198	886.9
	"Callahan County, TX"	"48059"	1810	157837	1146.8
	"Cameron County, TX"	"48061"	24939	4422284	563.9
	"Camp County, TX"	"48063"	1731	142577	1214.1
	"Carson County, TX"	"48065"	768	76609	1002.5
	"Cass County, TX"	"48067"	4728	362563	1304.0
	"Castro County, TX"	"48069"	740	96049	770.4
	"Chambers County, TX"	"48071"	2431	353644	687.4
	"Cherokee County, TX"	"48073"	6228	582142	1069.8
	"Childress County, TX"	"48075"	974	87852	1108.7
	"Clay County, TX"	"48077"	1290	132602	972.8
	"Cochran County, TX"	"48079"	436	40631	1073.1
	"Coke County, TX"	"48081"	677	42893	1578.3
	"Coleman County, TX"	"48083"	1730	107309	1612.2
	"Collin County, TX"	"48085"	28370	7600546	373.3
	"Collingsworth County, TX"	"48087"	559	36673	1524.3
	"Colorado County, TX"	"48089"	3042	246380	1234.7
	"Comal County, TX"	"48091"	9227	1094612	842.9
	"Comanche County, TX"	"48093"	2265	165576	1368.0
	"Concho County, TX"	"48095"	399	48034	830.7
	"Cooke County, TX"	"48097"	4629	451602	1025.0
	"Coryell County, TX"	"48099"	4344	882531	492.2
	"Cottle County, TX"	"48101"	279	20032	1392.8
	"Crane County, TX"	"48103"	462	48153	959.4
	"Crockett County, TX"	"48105"	459	46374	989.8
	"Crosby County, TX"	"48107"	932	78885	1181.5
	"Culberson County, TX"	"48109"	234	32248	725.6
	"Dallam County, TX"	"48111"	612	75753	807.9
	"Dallas County, TX"	"48113"	167310	27253443	613.9
	"Dawson County, TX"	"48115"	1713	171087	1001.2
	"Deaf Smith County, TX"	"48117"	1831	225093	813.4
	"Delta County, TX"	"48119"	827	63489	1302.6
	"Denton County, TX"	"48121"	25682	6530097	393.3
	"DeWitt County, TX"	"48123"	3030	240794	1258.3
	"Dickens County, TX"	"48125"	381	30972	1230.1
	"Dimmit County, TX"	"48127"	1017	120160	846.4
	"Donley County, TX"	"48129"	628	45559	1378.4
	"Duval County, TX"	"48131"	1449	149520	969.1
	"Eastland County, TX"	"48133"	3306	220896	1496.6
	"Ector County, TX"	"48135"	12906	1523913	846.9
	"Edwards County, TX"	"48137"	202	24849	812.9
	"Ellis County, TX"	"48139"	10992	1548525	709.8
	"El Paso County, TX"	"48141"	51296	8749284	586.3
	"Erath County, TX"	"48143"	3844	422473	909.9
	"Falls County, TX"	"48145"	2623	216643	1210.7
	"Fannin County, TX"	"48147"	5115	392188	1304.2
	"Fayette County, TX"	"48149"	3794	278851	1360.6
	"Fisher County, TX"	"48151"	677	49861	1357.8
	"Floyd County, TX"	"48153"	941	84873	1108.7
	"Foard County, TX"	"48155"	221	17667	1250.9
	"Fort Bend County, TX"	"48157"	21552	5499256	391.9
	"Franklin County, TX"	"48159"	1339	121373	1103.2
	"Freestone County, TX"	"48161"	2493	225450	1105.8
	"Frio County, TX"	"48163"	1440	199742	720.9
	"Gaines County, TX"	"48165"	1231	186180	661.2
	"Galveston County, TX"	"48167"	27325	3253835	839.8
	"Garza County, TX"	"48169"	622	68475	908.4
	"Gillespie County, TX"	"48171"	3606	272332	1324.1
	"Glasscock County, TX"	"48173"	63	15434	408.2
	"Goliad County, TX"	"48175"	843	84860	993.4
	"Gonzales County, TX"	"48177"	2499	231016	1081.7
	"Gray County, TX"	"48179"	3318	267721	1239.3
	"Grayson County, TX"	"48181"	15195	1385707	1096.6
	"Gregg County, TX"	"48183"	14512	1388941	1044.8
	"Grimes County, TX"	"48185"	2866	302423	947.7
	"Guadalupe County, TX"	"48187"	8658	1281185	675.8
	"Hale County, TX"	"48189"	3637	432695	840.5
	"Hall County, TX"	"48191"	650	43125	1507.2
	"Hamilton County, TX"	"48193"	1607	99640	1612.8
	"Hansford County, TX"	"48195"	688	64334	1069.4
	"Hardeman County, TX"	"48197"	611	53145	1149.7
	"Hardin County, TX"	"48199"	5885	610262	964.3
	"Harris County, TX"	"48201"	250370	44403053	563.9
	"Harrison County, TX"	"48203"	7368	758101	971.9
	"Hartley County, TX"	"48205"	516	69172	746.0
	"Haskell County, TX"	"48207"	1072	71097	1507.8
	"Hays County, TX"	"48209"	7479	1498700	499.0
	"Hemphill County, TX"	"48211"	398	42084	945.7
	"Henderson County, TX"	"48213"	10917	917366	1190.0
	"Hidalgo County, TX"	"48215"	38161	7966708	479.0
	"Hill County, TX"	"48217"	4918	406018	1211.3
	"Hockley County, TX"	"48219"	2463	274743	896.5
	"Hood County, TX"	"48221"	6142	552124	1112.4
	"Hopkins County, TX"	"48223"	4338	399781	1085.1
	"Houston County, TX"	"48225"	3737	281282	1328.6
	"Howard County, TX"	"48227"	4429	405830	1091.3
	"Hudspeth County, TX"	"48229"	215	40770	527.3
	"Hunt County, TX"	"48231"	9351	980177	954.0
	"Hutchinson County, TX"	"48233"	3067	272206	1126.7
	"Irion County, TX"	"48235"	141	19819	711.4
	"Jack County, TX"	"48237"	1067	107494	992.6
	"Jackson County, TX"	"48239"	1815	169069	1073.5
	"Jasper County, TX"	"48241"	4790	425108	1126.8
	"Jeff Davis County, TX"	"48243"	231	27061	853.6
	"Jefferson County, TX"	"48245"	30397	3002918	1012.2
	"Jim Hogg County, TX"	"48247"	582	62526	930.8
	"Jim Wells County, TX"	"48249"	4167	481789	864.9
	"Johnson County, TX"	"48251"	13066	1667819	783.4
	"Jones County, TX"	"48253"	2433	243660	998.5
	"Karnes County, TX"	"48255"	1809	181008	999.4
	"Kaufman County, TX"	"48257"	8861	1037620	854.0
	"Kendall County, TX"	"48259"	3135	333792	939.2
	"Kenedy County, TX"	"48261"	41	5071	808.5
	"Kent County, TX"	"48263"	176	9678	1818.6
	"Kerr County, TX"	"48265"	7724	558315	1383.4
	"Kimble County, TX"	"48267"	731	54422	1343.2
	"King County, TX"	"48269"	16	3645	439.0 (Unreliable)
	"Kinney County, TX"	"48271"	434	41601	1043.2
	"Kleberg County, TX"	"48273"	2801	377728	741.5
	"Knox County, TX"	"48275"	717	46920	1528.1
	"Lamar County, TX"	"48277"	7042	589229	1195.1
	"Lamb County, TX"	"48279"	2046	172936	1183.1
	"Lampasas County, TX"	"48281"	2286	227027	1006.9
	"La Salle County, TX"	"48283"	571	76294	748.4
	"Lavaca County, TX"	"48285"	3051	229988	1326.6
	"Lee County, TX"	"48287"	1823	194512	937.2
	"Leon County, TX"	"48289"	2419	192487	1256.7
	"Liberty County, TX"	"48291"	8224	880479	934.0
	"Limestone County, TX"	"48293"	3455	272961	1265.7
	"Lipscomb County, TX"	"48295"	412	37421	1101.0
	"Live Oak County, TX"	"48297"	1200	141121	850.3
	"Llano County, TX"	"48299"	3259	218670	1490.4
	"Lubbock County, TX"	"48303"	24685	3094519	797.7
	"Lynn County, TX"	"48305"	732	74577	981.5
	"McCulloch County, TX"	"48307"	1396	97903	1425.9
	"McLennan County, TX"	"48309"	23912	2666441	896.8
	"McMullen County, TX"	"48311"	83	9302	892.3
	"Madison County, TX"	"48313"	1594	158548	1005.4
	"Marion County, TX"	"48315"	1806	130948	1379.2
	"Martin County, TX"	"48317"	557	55318	1006.9
	"Mason County, TX"	"48319"	617	45931	1343.3
	"Matagorda County, TX"	"48321"	4264	446716	954.5
	"Maverick County, TX"	"48323"	3417	601334	568.2
	"Medina County, TX"	"48325"	4069	510905	796.4
	"Menard County, TX"	"48327"	421	27218	1546.8
	"Midland County, TX"	"48329"	11068	1490363	742.6
	"Milam County, TX"	"48331"	3571	297573	1200.0
	"Mills County, TX"	"48333"	848	59360	1428.6
	"Mitchell County, TX"	"48335"	1299	113189	1147.6
	"Montague County, TX"	"48337"	3409	233868	1457.7
	"Montgomery County, TX"	"48339"	28428	4422902	642.7
	"Moore County, TX"	"48341"	1661	247032	672.4
	"Morris County, TX"	"48343"	2111	156950	1345.0
	"Motley County, TX"	"48345"	231	15386	1501.4
	"Nacogdoches County, TX"	"48347"	6589	733871	897.8
	"Navarro County, TX"	"48349"	6110	557892	1095.2
	"Newton County, TX"	"48351"	1906	176172	1081.9
	"Nolan County, TX"	"48353"	2268	182230	1244.6
	"Nueces County, TX"	"48355"	29999	3894744	770.2
	"Ochiltree County, TX"	"48357"	887	113566	781.0
	"Oldham County, TX"	"48359"	187	24757	755.3
	"Orange County, TX"	"48361"	10625	998380	1064.2
	"Palo Pinto County, TX"	"48363"	3966	329735	1202.8
	"Panola County, TX"	"48365"	3111	278118	1118.6
	"Parker County, TX"	"48367"	9617	1219021	788.9
	"Parmer County, TX"	"48369"	967	120803	800.5
	"Pecos County, TX"	"48371"	1423	189804	749.7
	"Polk County, TX"	"48373"	7046	532199	1323.9
	"Potter County, TX"	"48375"	14151	1409967	1003.6
	"Presidio County, TX"	"48377"	509	90876	560.1
	"Rains County, TX"	"48379"	1336	123763	1079.5
	"Randall County, TX"	"48381"	9554	1330622	718.0
	"Reagan County, TX"	"48383"	304	39115	777.2
	"Real County, TX"	"48385"	493	37879	1301.5
	"Red River County, TX"	"48387"	2548	162372	1569.2
	"Reeves County, TX"	"48389"	1310	157167	833.5
	"Refugio County, TX"	"48391"	1076	91071	1181.5
	"Roberts County, TX"	"48393"	112	10553	1061.3
	"Robertson County, TX"	"48395"	2389	195872	1219.7
	"Rockwall County, TX"	"48397"	4157	716830	579.9
	"Runnels County, TX"	"48399"	1765	130001	1357.7
	"Rusk County, TX"	"48401"	6330	598124	1058.3
	"Sabine County, TX"	"48403"	1967	126560	1554.2
	"San Augustine County, TX"	"48405"	1610	107860	1492.7
	"San Jacinto County, TX"	"48407"	2874	293326	979.8
	"San Patricio County, TX"	"48409"	6441	799212	805.9
	"San Saba County, TX"	"48411"	908	72660	1249.7
	"Schleicher County, TX"	"48413"	381	37301	1021.4
	"Scurry County, TX"	"48415"	1991	195949	1016.1
	"Shackelford County, TX"	"48417"	491	39965	1228.6
	"Shelby County, TX"	"48419"	3713	303527	1223.3
	"Sherman County, TX"	"48421"	306	36782	831.9
	"Smith County, TX"	"48423"	20657	2285488	903.8
	"Somervell County, TX"	"48425"	905	91304	991.2
	"Starr County, TX"	"48427"	3668	689068	532.3
	"Stephens County, TX"	"48429"	1393	114205	1219.7
	"Sterling County, TX"	"48431"	151	14984	1007.7
	"Stonewall County, TX"	"48433"	290	17970	1613.8
	"Sutton County, TX"	"48435"	414	50079	826.7
	"Swisher County, TX"	"48437"	957	96143	995.4
	"Tarrant County, TX"	"48439"	120148	19336649	621.3
	"Taylor County, TX"	"48441"	14342	1531219	936.6
	"Terrell County, TX"	"48443"	131	11724	1117.4
	"Terry County, TX"	"48445"	1501	150728	995.8
	"Throckmorton County, TX"	"48447"	276	20608	1339.3
	"Titus County, TX"	"48449"	3087	354554	870.7
	"Tom Green County, TX"	"48451"	11944	1269471	940.9
	"Travis County, TX"	"48453"	50472	10804155	467.2
	"Trinity County, TX"	"48455"	2497	170295	1466.3
	"Tyler County, TX"	"48457"	2957	253311	1167.3
	"Upshur County, TX"	"48459"	4977	449023	1108.4
	"Upton County, TX"	"48461"	370	39066	947.1
	"Uvalde County, TX"	"48463"	2741	314258	872.2
	"Val Verde County, TX"	"48465"	3808	560395	679.5
	"Van Zandt County, TX"	"48467"	7230	609218	1186.8
	"Victoria County, TX"	"48469"	8619	1019960	845.0
	"Walker County, TX"	"48471"	5270	773173	681.6
	"Waller County, TX"	"48473"	3088	447577	689.9
	"Ward County, TX"	"48475"	1275	126113	1011.0
	"Washington County, TX"	"48477"	4204	380389	1105.2
	"Webb County, TX"	"48479"	12380	2642226	468.5
	"Wharton County, TX"	"48481"	4837	492259	982.6
	"Wheeler County, TX"	"48483"	907	61908	1465.1
	"Wichita County, TX"	"48485"	15459	1573009	982.8
	"Wilbarger County, TX"	"48487"	2139	167859	1274.3
	"Willacy County, TX"	"48489"	1474	251490	586.1
	"Williamson County, TX"	"48491"	17621	3959833	445.0
	"Wilson County, TX"	"48493"	3494	447703	780.4
	"Winkler County, TX"	"48495"	912	83308	1094.7
	"Wise County, TX"	"48497"	5292	653125	810.3
	"Wood County, TX"	"48499"	6403	474358	1349.8
	"Yoakum County, TX"	"48501"	667	89833	742.5
	"Young County, TX"	"48503"	3065	216336	1416.8
	"Zapata County, TX"	"48505"	1002	155338	645.0
	"Zavala County, TX"	"48507"	1061	139237	762.0
	"Beaver County, UT"	"49001"	730	74489	980.0
	"Box Elder County, UT"	"49003"	3568	547752	651.4
	"Cache County, UT"	"49005"	5180	1201101	431.3
	"Carbon County, UT"	"49007"	2415	244857	986.3
	"Daggett County, UT"	"49009"	54	11514	469.0
	"Davis County, UT"	"49011"	14895	3227529	461.5
	"Duchesne County, UT"	"49013"	1350	190992	706.8
	"Emery County, UT"	"49015"	961	128037	750.6
	"Garfield County, UT"	"49017"	480	57248	838.5
	"Grand County, UT"	"49019"	825	104441	789.9
	"Iron County, UT"	"49021"	2598	472189	550.2
	"Juab County, UT"	"49023"	778	108796	715.1
	"Kane County, UT"	"49025"	719	77250	930.7
	"Millard County, UT"	"49027"	1239	146350	846.6
	"Morgan County, UT"	"49029"	431	97245	443.2
	"Piute County, UT"	"49031"	194	17404	1114.7
	"Rich County, UT"	"49033"	176	24812	709.3
	"Salt Lake County, UT"	"49035"	63726	11421830	557.9
	"San Juan County, UT"	"49037"	966	168323	573.9
	"Sanpete County, UT"	"49039"	2026	298052	679.7
	"Sevier County, UT"	"49041"	2108	235792	894.0
	"Summit County, UT"	"49043"	1301	397120	327.6
	"Tooele County, UT"	"49045"	3035	587596	516.5
	"Uintah County, UT"	"49047"	2259	338934	666.5
	"Utah County, UT"	"49049"	20974	5192953	403.9
	"Wasatch County, UT"	"49051"	1142	229200	498.3
	"Washington County, UT"	"49053"	9866	1375412	717.3
	"Wayne County, UT"	"49055"	255	31123	819.3
	"Weber County, UT"	"49057"	16985	2529864	671.4
	"Addison County, VT"	"50001"	3215	437876	734.2
	"Bennington County, VT"	"50003"	4802	444753	1079.7
	"Caledonia County, VT"	"50005"	3330	366806	907.8
	"Chittenden County, VT"	"50007"	11447	1817531	629.8
	"Essex County, VT"	"50009"	738	77109	957.1
	"Franklin County, VT"	"50011"	4295	560919	765.7
	"Grand Isle County, VT"	"50013"	631	85054	741.9
	"Lamoille County, VT"	"50015"	2120	283341	748.2
	"Orange County, VT"	"50017"	2779	345989	803.2
	"Orleans County, VT"	"50019"	3214	322789	995.7
	"Rutland County, VT"	"50021"	7459	753352	990.1
	"Washington County, VT"	"50023"	5878	707472	830.8
	"Windham County, VT"	"50025"	4884	531491	918.9
	"Windsor County, VT"	"50027"	6637	686768	966.4
	"Accomack County, VA"	"51001"	5428	430150	1261.9
	"Albemarle County, VA"	"51003"	7653	1080789	708.1
	"Alleghany County, VA"	"51005"	2641	191788	1377.0
	"Amelia County, VA"	"51007"	1518	143301	1059.3
	"Amherst County, VA"	"51009"	3764	384487	979.0
	"Appomattox County, VA"	"51011"	1762	169780	1037.8
	"Arlington County, VA"	"51013"	12183	2308592	527.7
	"Augusta County, VA"	"51015"	6903	835915	825.8
	"Bath County, VA"	"51017"	692	58818	1176.5
	"Bedford County, VA"	"51019"	6187	771625	801.8
	"Bland County, VA"	"51021"	942	82558	1141.0
	"Botetourt County, VA"	"51023"	3225	381826	844.6
	"Brunswick County, VA"	"51025"	2425	215876	1123.3
	"Buchanan County, VA"	"51027"	3517	306532	1147.4
	"Buckingham County, VA"	"51029"	1980	195890	1010.8
	"Campbell County, VA"	"51031"	5563	632487	879.5
	"Caroline County, VA"	"51033"	2727	300567	907.3
	"Carroll County, VA"	"51035"	4018	355765	1129.4
	"Charles City County, VA"	"51036"	858	85027	1009.1
	"Charlotte County, VA"	"51037"	1895	150897	1255.8
	"Chesterfield County, VA"	"51041"	19958	3444372	579.4
	"Clarke County, VA"	"51043"	1619	161281	1003.8
	"Craig County, VA"	"51045"	582	61502	946.3
	"Culpeper County, VA"	"51047"	3978	488035	815.1
	"Cumberland County, VA"	"51049"	1064	113224	939.7
	"Dickenson County, VA"	"51051"	2349	193189	1215.9
	"Dinwiddie County, VA"	"51053"	2786	313288	889.3
	"Essex County, VA"	"51057"	1532	125316	1222.5
	"Fairfax County, VA"	"51059"	51831	12186807	425.3
	"Fauquier County, VA"	"51061"	5420	730987	741.5
	"Floyd County, VA"	"51063"	1790	174119	1028.0
	"Fluvanna County, VA"	"51065"	1978	279628	707.4
	"Franklin County, VA"	"51067"	5715	619162	923.0
	"Frederick County, VA"	"51069"	5621	823603	682.5
	"Giles County, VA"	"51071"	2504	203397	1231.1
	"Gloucester County, VA"	"51073"	3866	429450	900.2
	"Goochland County, VA"	"51075"	1815	230030	789.0
	"Grayson County, VA"	"51077"	2570	197032	1304.4
	"Greene County, VA"	"51079"	1453	203324	714.6
	"Greensville County, VA"	"51081"	1258	142586	882.3
	"Halifax County, VA"	"51083"	5682	439690	1292.3
	"Hanover County, VA"	"51085"	8174	1132122	722.0
	"Henrico County, VA"	"51087"	28101	3399564	826.6
	"Henry County, VA"	"51089"	7611	672944	1131.0
	"Highland County, VA"	"51091"	356	29420	1210.1
	"Isle of Wight County, VA"	"51093"	3516	389140	903.5
	"James City County, VA"	"51095"	5352	686591	779.5
	"King and Queen County, VA"	"51097"	956	81154	1178.0
	"King George County, VA"	"51099"	1591	240088	662.7
	"King William County, VA"	"51101"	1496	172677	866.4
	"Lancaster County, VA"	"51103"	2422	137837	1757.1
	"Lee County, VA"	"51105"	3685	297312	1239.4
	"Loudoun County, VA"	"51107"	9682	2890194	335.0
	"Louisa County, VA"	"51109"	3166	351644	900.3
	"Lunenburg County, VA"	"51111"	1798	156365	1149.9
	"Madison County, VA"	"51113"	1499	156030	960.7
	"Mathews County, VA"	"51115"	1502	108796	1380.6
	"Mecklenburg County, VA"	"51117"	5051	391203	1291.1
	"Middlesex County, VA"	"51119"	1702	125112	1360.4
	"Montgomery County, VA"	"51121"	6289	1062977	591.6
	"Nelson County, VA"	"51125"	1939	177082	1095.0
	"New Kent County, VA"	"51127"	1331	188973	704.3
	"Northampton County, VA"	"51131"	2322	152912	1518.5
	"Northumberland County, VA"	"51133"	2071	148761	1392.2
	"Nottoway County, VA"	"51135"	2398	189282	1266.9
	"Orange County, VA"	"51137"	3587	355196	1009.9
	"Page County, VA"	"51139"	3052	284126	1074.2
	"Patrick County, VA"	"51141"	2699	226970	1189.1
	"Pittsylvania County, VA"	"51143"	7498	749577	1000.3
	"Powhatan County, VA"	"51145"	1874	306939	610.5
	"Prince Edward County, VA"	"51147"	2573	255264	1008.0
	"Prince George County, VA"	"51149"	2149	413142	520.2
	"Prince William County, VA"	"51153"	15273	4068463	375.4
	"Pulaski County, VA"	"51155"	4976	419375	1186.5
	"Rappahannock County, VA"	"51157"	818	87134	938.8
	"Richmond County, VA"	"51159"	1410	109734	1284.9
	"Roanoke County, VA"	"51161"	10555	1066192	990.0
	"Rockbridge County, VA"	"51163"	2531	258756	978.1
	"Rockingham County, VA"	"51165"	7119	861112	826.7
	"Russell County, VA"	"51167"	4027	348227	1156.4
	"Scott County, VA"	"51169"	3655	278202	1313.8
	"Shenandoah County, VA"	"51171"	4958	464341	1067.7
	"Smyth County, VA"	"51173"	5014	391654	1280.2
	"Southampton County, VA"	"51175"	2232	215022	1038.0
	"Spotsylvania County, VA"	"51177"	7514	1308438	574.3
	"Stafford County, VA"	"51179"	5975	1346871	443.6
	"Surry County, VA"	"51181"	813	83141	977.9
	"Sussex County, VA"	"51183"	1650	146500	1126.3
	"Tazewell County, VA"	"51185"	6908	533246	1295.5
	"Warren County, VA"	"51187"	3779	416683	906.9
	"Washington County, VA"	"51191"	6848	633856	1080.4
	"Westmoreland County, VA"	"51193"	2550	202759	1257.7
	"Wise County, VA"	"51195"	5686	495997	1146.4
	"Wythe County, VA"	"51197"	3978	339550	1171.6
	"York County, VA"	"51199"	4173	740545	563.5
	"Alexandria city, VA"	"51510"	9293	1569153	592.2
	"Bedford city, VA"	"51515"	1314	74824	1756.1
	"Bristol city, VA"	"51520"	2936	210325	1395.9
	"Buena Vista city, VA"	"51530"	955	78602	1215.0
	"Charlottesville city, VA"	"51540"	3691	505050	730.8
	"Chesapeake city, VA"	"51550"	17372	2531042	686.4
	"Clifton Forge city, VA"	"51560"	171	8667	1973.0
	"Colonial Heights city, VA"	"51570"	2570	206822	1242.6
	"Covington city, VA"	"51580"	1024	73698	1389.5
	"Danville city, VA"	"51590"	8565	548299	1562.1
	"Emporia city, VA"	"51595"	1161	68863	1686.0
	"Fairfax city, VA"	"51600"	2542	259966	977.8
	"Falls Church city, VA"	"51610"	963	130881	735.8
	"Franklin city, VA"	"51620"	1566	100402	1559.7
	"Fredericksburg city, VA"	"51630"	2448	259920	941.8
	"Galax city, VA"	"51640"	1222	82178	1487.0
	"Hampton city, VA"	"51650"	13499	1694465	796.7
	"Harrisonburg city, VA"	"51660"	3140	532572	589.6
	"Hopewell city, VA"	"51670"	3262	267668	1218.7
	"Lexington city, VA"	"51678"	803	82962	967.9
	"Lynchburg city, VA"	"51680"	9237	831742	1110.6
	"Manassas city, VA"	"51683"	2243	430153	521.4
	"Manassas Park city, VA"	"51685"	464	143806	322.7
	"Martinsville city, VA"	"51690"	2832	174882	1619.4
	"Newport News city, VA"	"51700"	16802	2186682	768.4
	"Norfolk city, VA"	"51710"	24137	2879248	838.3
	"Norton city, VA"	"51720"	530	46694	1135.0
	"Petersburg city, VA"	"51730"	5543	392182	1413.4
	"Poquoson city, VA"	"51735"	1101	142232	774.1
	"Portsmouth city, VA"	"51740"	12795	1175268	1088.7
	"Radford city, VA"	"51750"	1275	192934	660.8
	"Richmond city, VA"	"51760"	25898	2392637	1082.4
	"Roanoke city, VA"	"51770"	14682	1139522	1288.4
	"Salem city, VA"	"51775"	3532	294450	1199.5
	"Staunton city, VA"	"51790"	3611	285104	1266.6
	"Suffolk city, VA"	"51800"	7910	900595	878.3
	"Virginia Beach city, VA"	"51810"	30944	5190309	596.2
	"Waynesboro city, VA"	"51820"	2793	244027	1144.5
	"Williamsburg city, VA"	"51830"	1382	151030	915.0
	"Winchester city, VA"	"51840"	3121	301023	1036.8
	"Adams County, WA"	"53001"	1351	204890	659.4
	"Asotin County, WA"	"53003"	2554	250978	1017.6
	"Benton County, WA"	"53005"	12781	1880452	679.7
	"Chelan County, WA"	"53007"	7034	824193	853.4
	"Clallam County, WA"	"53009"	10156	814820	1246.4
	"Clark County, WA"	"53011"	31065	4634100	670.4
	"Columbia County, WA"	"53013"	598	47908	1248.2
	"Cowlitz County, WA"	"53015"	11642	1166424	998.1
	"Douglas County, WA"	"53017"	3136	418838	748.7
	"Ferry County, WA"	"53019"	827	88897	930.3
	"Franklin County, WA"	"53021"	3704	731178	506.6
	"Garfield County, WA"	"53023"	324	27468	1179.6
	"Grant County, WA"	"53025"	6892	962919	715.7
	"Grays Harbor County, WA"	"53027"	9350	840257	1112.8
	"Island County, WA"	"53029"	7082	913639	775.1
	"Jefferson County, WA"	"53031"	3603	337507	1067.5
	"King County, WA"	"53033"	139648	21702106	643.5
	"Kitsap County, WA"	"53035"	21921	2891532	758.1
	"Kittitas County, WA"	"53037"	3040	444671	683.7
	"Klickitat County, WA"	"53039"	2026	234280	864.8
	"Lewis County, WA"	"53041"	9116	861995	1057.5
	"Lincoln County, WA"	"53043"	1390	124201	1119.2
	"Mason County, WA"	"53045"	6586	657407	1001.8
	"Okanogan County, WA"	"53047"	4501	474566	948.4
	"Pacific County, WA"	"53049"	3568	252226	1414.6
	"Pend Oreille County, WA"	"53051"	1562	148299	1053.3
	"Pierce County, WA"	"53053"	65814	8973274	733.4
	"San Juan County, WA"	"53055"	1412	179569	786.3
	"Skagit County, WA"	"53057"	12202	1317812	925.9
	"Skamania County, WA"	"53059"	895	124258	720.3
	"Snohomish County, WA"	"53061"	50020	7860827	636.3
	"Spokane County, WA"	"53063"	45192	5295197	853.5
	"Stevens County, WA"	"53065"	4627	499253	926.8
	"Thurston County, WA"	"53067"	20579	2727461	754.5
	"Wahkiakum County, WA"	"53069"	578	46311	1248.1
	"Walla Walla County, WA"	"53071"	6523	677797	962.4
	"Whatcom County, WA"	"53073"	15842	2201989	719.4
	"Whitman County, WA"	"53075"	2697	509078	529.8
	"Yakima County, WA"	"53077"	21327	2752781	774.7
	"Barbour County, WV"	"54001"	2252	190435	1182.6
	"Berkeley County, WV"	"54003"	8735	1078548	809.9
	"Boone County, WV"	"54005"	3762	302768	1242.5
	"Braxton County, WV"	"54007"	2013	175394	1147.7
	"Brooke County, WV"	"54009"	3914	297304	1316.5
	"Cabell County, WV"	"54011"	14206	1148731	1236.7
	"Calhoun County, WV"	"54013"	1097	90407	1213.4
	"Clay County, WV"	"54015"	1418	118865	1192.9
	"Doddridge County, WV"	"54017"	965	93348	1033.8
	"Fayette County, WV"	"54019"	7478	560085	1335.2
	"Gilmer County, WV"	"54021"	999	94275	1059.7
	"Grant County, WV"	"54023"	1431	139585	1025.2
	"Greenbrier County, WV"	"54025"	5441	419741	1296.3
	"Hampshire County, WV"	"54027"	2511	265316	946.4
	"Hancock County, WV"	"54029"	5007	379634	1318.9
	"Hardy County, WV"	"54031"	1678	160007	1048.7
	"Harrison County, WV"	"54033"	10331	819216	1261.1
	"Jackson County, WV"	"54035"	3768	343373	1097.3
	"Jefferson County, WV"	"54037"	4765	573761	830.5
	"Kanawha County, WV"	"54039"	29871	2344839	1273.9
	"Lewis County, WV"	"54041"	2664	199357	1336.3
	"Lincoln County, WV"	"54043"	3133	264248	1185.6
	"Logan County, WV"	"54045"	5934	442946	1339.7
